,image_id,num_potholes,x,y,w,h
1306,G0028470,2,3162.0,1574.0,150.0,28.0
1307,G0028470,2,3530.0,1496.0,66.0,18.0
1308,G0028470,2,3162.0,1574.0,150.0,28.0
1309,G0028470,2,3530.0,1496.0,66.0,18.0
1310,G0028471,2,2900.0,1574.0,134.0,22.0
1311,G0028471,2,3268.0,1494.0,68.0,16.0
1312,G0028471,2,2900.0,1574.0,134.0,22.0
1313,G0028471,2,3268.0,1494.0,68.0,16.0
1314,G0028472,2,2754.0,1570.0,136.0,18.0
1315,G0028472,2,3130.0,1490.0,60.0,18.0
1316,G0028472,2,2754.0,1570.0,136.0,18.0
1317,G0028472,2,3130.0,1490.0,60.0,18.0
1318,G0028473,2,2690.0,1568.0,144.0,26.0
1319,G0028473,2,3068.0,1490.0,66.0,18.0
1320,G0028473,2,2690.0,1568.0,144.0,26.0
1321,G0028473,2,3068.0,1490.0,66.0,18.0
1322,G0028479,2,2164.0,1686.0,202.0,30.0
1323,G0028479,2,2608.0,1566.0,72.0,20.0
1324,G0028479,2,2164.0,1686.0,202.0,30.0
1325,G0028479,2,2608.0,1566.0,72.0,20.0
1326,G0028480,2,1858.0,1776.0,232.0,46.0
1327,G0028480,2,2372.0,1608.0,84.0,22.0
1328,G0028480,2,1858.0,1776.0,232.0,46.0
1329,G0028480,2,2372.0,1608.0,84.0,22.0
1330,G0028481,1,2264.0,1680.0,104.0,32.0
1331,G0028481,1,2264.0,1680.0,104.0,32.0
1332,G0028486,1,2002.0,1472.0,58.0,18.0
1333,G0028486,1,2002.0,1472.0,58.0,18.0
1334,G0028487,1,2012.0,1500.0,74.0,14.0
1335,G0028487,1,2012.0,1500.0,74.0,14.0
1336,G0028488,3,2050.0,1554.0,110.0,30.0
1337,G0028488,3,1970.0,1500.0,84.0,20.0
1338,G0028488,3,1908.0,1478.0,100.0,20.0
1339,G0028488,3,2050.0,1554.0,110.0,30.0
1340,G0028488,3,1970.0,1500.0,84.0,20.0
1341,G0028488,3,1908.0,1478.0,100.0,20.0
1342,G0028489,3,2152.0,1658.0,182.0,52.0
1343,G0028489,3,1996.0,1540.0,122.0,30.0
1344,G0028489,3,1920.0,1504.0,124.0,28.0
1345,G0028489,3,2152.0,1658.0,182.0,52.0
1346,G0028489,3,1996.0,1540.0,122.0,30.0
1347,G0028489,3,1920.0,1504.0,124.0,28.0
1348,G0028490,3,2088.0,1616.0,180.0,54.0
1349,G0028490,3,1956.0,1550.0,172.0,42.0
1350,G0028490,3,1936.0,1474.0,82.0,14.0
1351,G0028490,3,2088.0,1616.0,180.0,54.0
1352,G0028490,3,1956.0,1550.0,172.0,42.0
1353,G0028490,3,1936.0,1474.0,82.0,14.0
1354,G0028492,1,1844.0,1738.0,238.0,66.0
1355,G0028492,1,1844.0,1738.0,238.0,66.0
1356,G0028503,1,2204.0,1494.0,72.0,20.0
1357,G0028503,1,2204.0,1494.0,72.0,20.0
1358,G0028504,4,2358.0,1586.0,176.0,54.0
1359,G0028504,4,1780.0,1514.0,94.0,22.0
1360,G0028504,4,1962.0,1474.0,214.0,26.0
1361,G0028504,4,1786.0,1474.0,50.0,16.0
1362,G0028504,4,2358.0,1586.0,176.0,54.0
1363,G0028504,4,1780.0,1514.0,94.0,22.0
1364,G0028504,4,1962.0,1474.0,214.0,26.0
1365,G0028504,4,1786.0,1474.0,50.0,16.0
1366,G0028505,4,1756.0,1616.0,168.0,34.0
1367,G0028505,4,2016.0,1516.0,312.0,58.0
1368,G0028505,4,1922.0,1480.0,80.0,18.0
1369,G0028505,4,1746.0,1522.0,102.0,20.0
1370,G0028505,4,1756.0,1616.0,168.0,34.0
1371,G0028505,4,2016.0,1516.0,312.0,58.0
1372,G0028505,4,1922.0,1480.0,80.0,18.0
1373,G0028505,4,1746.0,1522.0,102.0,20.0
1374,G0028506,4,2122.0,1632.0,590.0,128.0
1375,G0028506,4,2392.0,1598.0,266.0,70.0
1376,G0028506,4,1962.0,1534.0,114.0,28.0
1377,G0028506,4,1654.0,1638.0,230.0,36.0
1378,G0028506,4,2122.0,1632.0,590.0,128.0
1379,G0028506,4,2392.0,1598.0,266.0,70.0
1380,G0028506,4,1962.0,1534.0,114.0,28.0
1381,G0028506,4,1654.0,1638.0,230.0,36.0
1382,G0028507,1,2032.0,1678.0,196.0,42.0
1383,G0028507,1,2032.0,1678.0,196.0,42.0
1384,G0028509,1,2276.0,1532.0,98.0,24.0
1385,G0028509,1,2276.0,1532.0,98.0,24.0
1386,G0028510,2,2520.0,1656.0,190.0,62.0
1387,G0028510,2,2450.0,1604.0,140.0,56.0
1388,G0028510,2,2520.0,1656.0,190.0,62.0
1389,G0028510,2,2450.0,1604.0,140.0,56.0
1390,G0028512,1,1986.0,1502.0,140.0,16.0
1391,G0028512,1,1986.0,1502.0,140.0,16.0
1392,G0028513,1,2094.0,1542.0,172.0,18.0
1393,G0028513,1,2094.0,1542.0,172.0,18.0
1394,G0028514,1,2312.0,1698.0,318.0,42.0
1395,G0028514,1,2312.0,1698.0,318.0,42.0
1396,G0028520,4,1772.0,1640.0,68.0,22.0
1397,G0028520,4,1704.0,1544.0,94.0,24.0
1398,G0028520,4,1528.0,1572.0,102.0,24.0
1399,G0028520,4,1068.0,1558.0,104.0,22.0
1400,G0028520,4,1772.0,1640.0,68.0,22.0
1401,G0028520,4,1704.0,1544.0,94.0,24.0
1402,G0028520,4,1528.0,1572.0,102.0,24.0
1403,G0028520,4,1068.0,1558.0,104.0,22.0
1404,G0028521,4,1568.0,1750.0,112.0,34.0
1405,G0028521,4,756.0,1598.0,116.0,34.0
1406,G0028521,4,1288.0,1622.0,138.0,38.0
1407,G0028521,4,1522.0,1570.0,114.0,36.0
1408,G0028521,4,1568.0,1750.0,112.0,34.0
1409,G0028521,4,756.0,1598.0,116.0,34.0
1410,G0028521,4,1288.0,1622.0,138.0,38.0
1411,G0028521,4,1522.0,1570.0,114.0,36.0
1412,G0028522,3,738.0,1734.0,208.0,54.0
1413,G0028522,3,102.0,1672.0,202.0,46.0
1414,G0028522,3,1098.0,1652.0,146.0,46.0
1415,G0028522,3,738.0,1734.0,208.0,54.0
1416,G0028522,3,102.0,1672.0,202.0,46.0
1417,G0028522,3,1098.0,1652.0,146.0,46.0
1418,G0028523,1,290.0,1810.0,180.0,70.0
1419,G0028523,1,290.0,1810.0,180.0,70.0
1420,G0028525,5,1128.0,1850.0,130.0,50.0
1421,G0028525,5,1362.0,1826.0,76.0,16.0
1422,G0028525,5,1466.0,1760.0,58.0,16.0
1423,G0028525,5,1582.0,1716.0,108.0,32.0
1424,G0028525,5,1620.0,1640.0,262.0,46.0
1425,G0028525,5,1128.0,1850.0,130.0,50.0
1426,G0028525,5,1362.0,1826.0,76.0,16.0
1427,G0028525,5,1466.0,1760.0,58.0,16.0
1428,G0028525,5,1582.0,1716.0,108.0,32.0
1429,G0028525,5,1620.0,1640.0,262.0,46.0
1430,G0028543,2,1744.0,1328.0,80.0,18.0
1431,G0028543,2,1810.0,1314.0,38.0,14.0
1432,G0028544,2,1666.0,1350.0,78.0,18.0
1433,G0028544,2,1744.0,1330.0,50.0,18.0
1434,G0028545,2,1546.0,1374.0,104.0,28.0
1435,G0028545,2,1646.0,1348.0,66.0,20.0
1436,G0028595,1,2118.0,1554.0,68.0,22.0
1437,G0028595,1,2118.0,1554.0,68.0,22.0
1438,G0028596,2,2532.0,1818.0,156.0,74.0
1439,G0028596,2,1930.0,1486.0,28.0,14.0
1440,G0028596,2,2532.0,1818.0,156.0,74.0
1441,G0028596,2,1930.0,1486.0,28.0,14.0
1442,G0028597,2,1922.0,1506.0,74.0,16.0
1443,G0028597,2,2032.0,1570.0,40.0,16.0
1444,G0028597,2,1922.0,1506.0,74.0,16.0
1445,G0028597,2,2032.0,1570.0,40.0,16.0
1446,G0028598,1,2026.0,1612.0,114.0,44.0
1447,G0028598,1,2026.0,1612.0,114.0,44.0
1448,G0028603,9,3272.0,1562.0,132.0,22.0
1449,G0028603,9,3418.0,1562.0,70.0,28.0
1450,G0028603,9,2854.0,1520.0,86.0,12.0
1451,G0028603,9,2878.0,1508.0,58.0,12.0
1452,G0028603,9,2616.0,1524.0,58.0,18.0
1453,G0028603,9,2676.0,1592.0,74.0,30.0
1454,G0028603,9,2516.0,1630.0,102.0,50.0
1455,G0028603,9,2566.0,1598.0,102.0,28.0
1456,G0028603,9,2862.0,1596.0,116.0,38.0
1457,G0028603,9,3272.0,1562.0,132.0,22.0
1458,G0028603,9,3418.0,1562.0,70.0,28.0
1459,G0028603,9,2854.0,1520.0,86.0,12.0
1460,G0028603,9,2878.0,1508.0,58.0,12.0
1461,G0028603,9,2616.0,1524.0,58.0,18.0
1462,G0028603,9,2676.0,1592.0,74.0,30.0
1463,G0028603,9,2516.0,1630.0,102.0,50.0
1464,G0028603,9,2566.0,1598.0,102.0,28.0
1465,G0028603,9,2862.0,1596.0,116.0,38.0
1466,G0028604,2,3344.0,1662.0,110.0,40.0
1467,G0028604,2,1700.0,1622.0,56.0,18.0
1468,G0028604,2,3344.0,1662.0,110.0,40.0
1469,G0028604,2,1700.0,1622.0,56.0,18.0
1470,G0028609,1,264.0,1838.0,140.0,44.0
1471,G0028609,1,264.0,1838.0,140.0,44.0
1472,G0028611,2,2144.0,1620.0,110.0,46.0
1473,G0028611,2,2718.0,1808.0,94.0,42.0
1474,G0028611,2,2144.0,1620.0,110.0,46.0
1475,G0028611,2,2718.0,1808.0,94.0,42.0
1476,G0028714,3,2156.0,1358.0,84.0,24.0
1477,G0028714,3,2014.0,1350.0,52.0,16.0
1478,G0028714,3,654.0,1298.0,90.0,12.0
1479,G0028715,3,2508.0,1462.0,198.0,62.0
1480,G0028715,3,2394.0,1452.0,66.0,24.0
1481,G0028715,3,744.0,1314.0,108.0,22.0
1482,G0028716,3,3274.0,1606.0,252.0,114.0
1483,G0028716,3,3050.0,1578.0,102.0,44.0
1484,G0028716,3,924.0,1352.0,122.0,28.0
1485,G0028750,1,1916.0,1262.0,30.0,10.0
1486,G0028751,1,1922.0,1290.0,58.0,12.0
1487,G0028752,1,1932.0,1334.0,62.0,16.0
1488,G0028753,1,1944.0,1390.0,70.0,20.0
1489,G0028754,1,1952.0,1460.0,100.0,30.0
1490,G0028755,1,1962.0,1532.0,106.0,42.0
1491,G0028756,1,1974.0,1614.0,122.0,48.0
1492,G0028761,1,2526.0,1338.0,38.0,10.0
1493,G0028762,1,2634.0,1352.0,46.0,14.0
1494,G0028763,1,2796.0,1384.0,66.0,16.0
1495,G0028764,1,3068.0,1446.0,60.0,26.0
1496,G0028765,4,2536.0,1468.0,94.0,24.0
1497,G0028765,4,3484.0,1576.0,98.0,36.0
1498,G0028765,4,2392.0,1390.0,70.0,18.0
1499,G0028765,4,2372.0,1368.0,46.0,16.0
1500,G0028766,3,2904.0,1636.0,92.0,26.0
1501,G0028766,3,2606.0,1476.0,78.0,26.0
1502,G0028766,3,2542.0,1432.0,70.0,24.0
1503,G0028767,1,2888.0,1606.0,116.0,36.0
1504,G0028814,3,1712.0,1626.0,162.0,68.0
1505,G0028814,3,1566.0,1608.0,124.0,66.0
1506,G0028814,3,2292.0,1532.0,238.0,74.0
1507,G0028817,4,1738.0,1596.0,208.0,68.0
1508,G0028817,4,2118.0,1560.0,188.0,48.0
1509,G0028817,4,992.0,1866.0,100.0,70.0
1510,G0028817,4,1074.0,1732.0,96.0,80.0
1511,G0028817,4,1738.0,1596.0,208.0,68.0
1512,G0028817,4,2118.0,1560.0,188.0,48.0
1513,G0028817,4,992.0,1866.0,100.0,70.0
1514,G0028817,4,1074.0,1732.0,96.0,80.0
1515,G0028836,2,2288.0,1468.0,114.0,38.0
1516,G0028836,2,2386.0,1326.0,90.0,22.0
1517,G0028837,2,1322.0,1432.0,88.0,32.0
1518,G0028837,2,2522.0,1420.0,128.0,42.0
1519,G0028838,2,1024.0,1604.0,140.0,44.0
1520,G0028838,2,2790.0,1560.0,216.0,60.0
1521,G0028846,1,2328.0,1358.0,64.0,26.0
1522,G0028848,2,1948.0,1378.0,60.0,16.0
1523,G0028848,2,1944.0,1342.0,42.0,10.0
1524,G0028849,2,1974.0,1522.0,108.0,40.0
1525,G0028849,2,1966.0,1440.0,66.0,22.0
1526,G0028887,3,1714.0,1356.0,52.0,12.0
1527,G0028887,3,2324.0,1366.0,54.0,14.0
1528,G0028887,3,1836.0,1310.0,62.0,12.0
1529,G0028888,3,2408.0,1400.0,56.0,16.0
1530,G0028888,3,1656.0,1380.0,58.0,16.0
1531,G0028888,3,1808.0,1314.0,60.0,16.0
1532,G0028889,3,2548.0,1444.0,80.0,20.0
1533,G0028889,3,1556.0,1406.0,80.0,22.0
1534,G0028889,3,1764.0,1308.0,86.0,20.0
1535,G0028890,3,2856.0,1578.0,118.0,32.0
1536,G0028890,3,1360.0,1504.0,106.0,28.0
1537,G0028890,3,1706.0,1332.0,100.0,26.0
1538,G0028891,1,1580.0,1440.0,140.0,32.0
1539,G0028892,1,1322.0,1600.0,234.0,82.0
1540,G0028893,1,2538.0,1412.0,68.0,22.0
1541,G0028894,1,2908.0,1538.0,86.0,30.0
1542,G0028898,1,1608.0,1402.0,34.0,14.0
1543,G0028900,1,2424.0,1356.0,46.0,14.0
1544,G0028901,1,2764.0,1496.0,66.0,22.0
1545,G0028907,2,2056.0,1408.0,56.0,14.0
1546,G0028907,2,2136.0,1380.0,54.0,16.0
1547,G0028908,1,2334.0,1628.0,108.0,40.0
1548,G0028932,2,1788.0,1314.0,74.0,16.0
1549,G0028932,2,1940.0,1346.0,54.0,14.0
1550,G0028933,2,1948.0,1438.0,72.0,18.0
1551,G0028933,2,1762.0,1388.0,86.0,18.0
1552,G0028934,2,1970.0,1516.0,90.0,30.0
1553,G0028934,2,1710.0,1430.0,110.0,30.0
1554,G0028935,1,1634.0,1544.0,172.0,56.0
1555,G0028950,1,1872.0,1244.0,48.0,12.0
1556,G0028951,1,1876.0,1266.0,48.0,14.0
1557,G0028952,1,1862.0,1310.0,68.0,18.0
1558,G0028976,1,1566.0,1620.0,98.0,28.0
1559,G0028976,1,1566.0,1620.0,98.0,28.0
1560,G0028977,1,1392.0,1704.0,134.0,52.0
1561,G0028977,1,1392.0,1704.0,134.0,52.0
1562,G0028991,3,502.0,1576.0,108.0,32.0
1563,G0028991,3,714.0,1562.0,106.0,18.0
1564,G0028991,3,2082.0,1476.0,62.0,16.0
1565,G0028991,3,502.0,1576.0,108.0,32.0
1566,G0028991,3,714.0,1562.0,106.0,18.0
1567,G0028991,3,2082.0,1476.0,62.0,16.0
1568,G0028992,3,326.0,1596.0,118.0,50.0
1569,G0028992,3,564.0,1582.0,116.0,34.0
1570,G0028992,3,2082.0,1478.0,70.0,18.0
1571,G0028992,3,326.0,1596.0,118.0,50.0
1572,G0028992,3,564.0,1582.0,116.0,34.0
1573,G0028992,3,2082.0,1478.0,70.0,18.0
1574,G0028993,3,1970.0,1502.0,110.0,34.0
1575,G0028993,3,1948.0,1344.0,74.0,20.0
1576,G0028993,3,1818.0,1346.0,56.0,14.0
1577,G0028995,1,1474.0,1436.0,180.0,32.0
1578,G0028997,2,854.0,1672.0,200.0,56.0
1579,G0028997,2,1306.0,1612.0,168.0,50.0
1580,G0028997,2,854.0,1672.0,200.0,56.0
1581,G0028997,2,1306.0,1612.0,168.0,50.0
1582,G0028998,2,946.0,1714.0,234.0,74.0
1583,G0028998,2,1488.0,1648.0,210.0,64.0
1584,G0028998,2,946.0,1714.0,234.0,74.0
1585,G0028998,2,1488.0,1648.0,210.0,64.0
1586,G0029049,2,2288.0,1706.0,156.0,42.0
1587,G0029049,2,2570.0,1684.0,186.0,64.0
1588,G0029049,2,2288.0,1706.0,156.0,42.0
1589,G0029049,2,2570.0,1684.0,186.0,64.0
1590,G0029050,1,2440.0,1874.0,318.0,94.0
1591,G0029050,1,2440.0,1874.0,318.0,94.0
1592,G0029060,1,1718.0,1594.0,134.0,32.0
1593,G0029060,1,1718.0,1594.0,134.0,32.0
1594,G0029079,2,2284.0,1306.0,70.0,12.0
1595,G0029079,2,2056.0,1290.0,54.0,10.0
1596,G0029081,2,2926.0,1506.0,220.0,48.0
1597,G0029081,2,2266.0,1406.0,108.0,22.0
1598,G0029084,1,2100.0,1310.0,32.0,12.0
1599,G0029085,2,2222.0,1400.0,104.0,24.0
1600,G0029085,2,2196.0,1386.0,52.0,14.0
1601,G0029086,1,2446.0,1600.0,126.0,36.0
1602,G0029088,1,2546.0,1696.0,166.0,64.0
1603,G0029088,1,2546.0,1696.0,166.0,64.0
1604,G0029156,2,2510.0,1616.0,136.0,26.0
1605,G0029156,2,2930.0,1594.0,66.0,14.0
1606,G0029156,2,2510.0,1616.0,136.0,26.0
1607,G0029156,2,2930.0,1594.0,66.0,14.0
1608,G0029157,2,2866.0,1694.0,196.0,44.0
1609,G0029157,2,3404.0,1652.0,86.0,22.0
1610,G0029157,2,2866.0,1694.0,196.0,44.0
1611,G0029157,2,3404.0,1652.0,86.0,22.0
1612,G0029191,1,2140.0,1548.0,48.0,14.0
1613,G0029191,1,2140.0,1548.0,48.0,14.0
1614,G0029193,5,1616.0,1698.0,102.0,34.0
1615,G0029193,5,1716.0,1558.0,54.0,12.0
1616,G0029193,5,2246.0,1528.0,102.0,20.0
1617,G0029193,5,1998.0,1530.0,36.0,14.0
1618,G0029193,5,1876.0,1538.0,50.0,12.0
1619,G0029193,5,1616.0,1698.0,102.0,34.0
1620,G0029193,5,1716.0,1558.0,54.0,12.0
1621,G0029193,5,2246.0,1528.0,102.0,20.0
1622,G0029193,5,1998.0,1530.0,36.0,14.0
1623,G0029193,5,1876.0,1538.0,50.0,12.0
1624,G0029194,5,954.0,1900.0,152.0,58.0
1625,G0029194,5,1306.0,1602.0,44.0,14.0
1626,G0029194,5,1958.0,1552.0,138.0,32.0
1627,G0029194,5,1636.0,1570.0,58.0,14.0
1628,G0029194,5,1504.0,1570.0,68.0,16.0
1629,G0029194,5,954.0,1900.0,152.0,58.0
1630,G0029194,5,1306.0,1602.0,44.0,14.0
1631,G0029194,5,1958.0,1552.0,138.0,32.0
1632,G0029194,5,1636.0,1570.0,58.0,14.0
1633,G0029194,5,1504.0,1570.0,68.0,16.0
1634,G0029195,4,1528.0,1646.0,186.0,38.0
1635,G0029195,4,1128.0,1644.0,84.0,18.0
1636,G0029195,4,952.0,1640.0,120.0,18.0
1637,G0029195,4,698.0,1678.0,70.0,26.0
1638,G0029195,4,1528.0,1646.0,186.0,38.0
1639,G0029195,4,1128.0,1644.0,84.0,18.0
1640,G0029195,4,952.0,1640.0,120.0,18.0
1641,G0029195,4,698.0,1678.0,70.0,26.0
1642,G0029203,1,1966.0,1528.0,160.0,42.0
1643,G0029225,7,2544.0,1778.0,134.0,56.0
1644,G0029225,7,2392.0,1738.0,124.0,44.0
1645,G0029225,7,2170.0,1762.0,146.0,64.0
1646,G0029225,7,2540.0,1578.0,324.0,60.0
1647,G0029225,7,3062.0,1764.0,124.0,76.0
1648,G0029225,7,3108.0,1606.0,138.0,36.0
1649,G0029225,7,3114.0,1566.0,140.0,40.0
1650,G0029225,7,2544.0,1778.0,134.0,56.0
1651,G0029225,7,2392.0,1738.0,124.0,44.0
1652,G0029225,7,2170.0,1762.0,146.0,64.0
1653,G0029225,7,2540.0,1578.0,324.0,60.0
1654,G0029225,7,3062.0,1764.0,124.0,76.0
1655,G0029225,7,3108.0,1606.0,138.0,36.0
1656,G0029225,7,3114.0,1566.0,140.0,40.0
1657,G0029226,7,1900.0,1884.0,174.0,72.0
1658,G0029226,7,1734.0,1816.0,192.0,68.0
1659,G0029226,7,1468.0,1876.0,186.0,72.0
1660,G0029226,7,1404.0,1780.0,174.0,32.0
1661,G0029226,7,1960.0,1606.0,374.0,72.0
1662,G0029226,7,2570.0,1636.0,164.0,40.0
1663,G0029226,7,2584.0,1590.0,218.0,52.0
1664,G0029226,7,1900.0,1884.0,174.0,72.0
1665,G0029226,7,1734.0,1816.0,192.0,68.0
1666,G0029226,7,1468.0,1876.0,186.0,72.0
1667,G0029226,7,1404.0,1780.0,174.0,32.0
1668,G0029226,7,1960.0,1606.0,374.0,72.0
1669,G0029226,7,2570.0,1636.0,164.0,40.0
1670,G0029226,7,2584.0,1590.0,218.0,52.0
1671,G0029229,4,764.0,1784.0,502.0,186.0
1672,G0029229,4,694.0,1640.0,96.0,32.0
1673,G0029229,4,836.0,1632.0,100.0,22.0
1674,G0029229,4,36.0,1844.0,202.0,76.0
1675,G0029229,4,764.0,1784.0,502.0,186.0
1676,G0029229,4,694.0,1640.0,96.0,32.0
1677,G0029229,4,836.0,1632.0,100.0,22.0
1678,G0029229,4,36.0,1844.0,202.0,76.0
1679,G0029233,1,2052.0,1622.0,174.0,34.0
1680,G0029233,1,2052.0,1622.0,174.0,34.0
1681,G0029284,1,2708.0,1292.0,48.0,14.0
1682,G0029285,1,3178.0,1352.0,70.0,14.0
1683,G0029314,2,1822.0,1780.0,134.0,44.0
1684,G0029314,2,2948.0,1602.0,116.0,28.0
1685,G0029314,2,1822.0,1780.0,134.0,44.0
1686,G0029314,2,2948.0,1602.0,116.0,28.0
1687,G0029320,1,2168.0,1712.0,356.0,112.0
1688,G0029320,1,2168.0,1712.0,356.0,112.0
1689,G0029381,2,1054.0,1526.0,148.0,28.0
1690,G0029381,2,2020.0,1494.0,208.0,52.0
1691,G0029381,2,1054.0,1526.0,148.0,28.0
1692,G0029381,2,2020.0,1494.0,208.0,52.0
1693,G0029382,2,776.0,1554.0,168.0,30.0
1694,G0029382,2,1932.0,1550.0,254.0,64.0
1695,G0029382,2,776.0,1554.0,168.0,30.0
1696,G0029382,2,1932.0,1550.0,254.0,64.0
1697,G0029383,2,390.0,1614.0,190.0,44.0
1698,G0029383,2,1766.0,1692.0,404.0,118.0
1699,G0029383,2,390.0,1614.0,190.0,44.0
1700,G0029383,2,1766.0,1692.0,404.0,118.0
1701,G0029446,1,1002.0,1372.0,98.0,22.0
1702,G0029447,1,636.0,1484.0,142.0,48.0
1703,G0029448,1,1548.0,1344.0,58.0,10.0
1704,G0029449,1,1444.0,1338.0,88.0,14.0
1705,G0029450,1,1258.0,1408.0,110.0,28.0
1706,G0029451,1,720.0,1618.0,204.0,64.0
1707,G0029453,1,1946.0,1534.0,170.0,32.0
1708,G0029453,1,1946.0,1534.0,170.0,32.0
1709,G0029454,1,2010.0,1612.0,232.0,64.0
1710,G0029454,1,2010.0,1612.0,232.0,64.0
1711,G0029455,1,2160.0,1746.0,380.0,130.0
1712,G0029455,1,2160.0,1746.0,380.0,130.0
1713,G0029468,2,2794.0,1650.0,306.0,88.0
1714,G0029468,2,2058.0,1664.0,308.0,88.0
1715,G0029468,2,2794.0,1650.0,306.0,88.0
1716,G0029468,2,2058.0,1664.0,308.0,88.0
1717,G0029469,2,1810.0,1818.0,398.0,98.0
1718,G0029469,2,2748.0,1776.0,360.0,132.0
1719,G0029469,2,1810.0,1818.0,398.0,98.0
1720,G0029469,2,2748.0,1776.0,360.0,132.0
1721,G0029511,1,1854.0,1504.0,124.0,40.0
1722,G0029603,1,1838.0,1310.0,72.0,20.0
1723,G0029604,1,1812.0,1356.0,98.0,28.0
1724,G0029605,1,1764.0,1462.0,150.0,48.0
1725,G0029661,1,1842.0,1672.0,110.0,34.0
1726,G0029661,1,1842.0,1672.0,110.0,34.0
1727,G0029717,2,1842.0,1254.0,48.0,8.0
1728,G0029717,2,1892.0,1228.0,36.0,10.0
1729,G0029718,2,1826.0,1292.0,56.0,8.0
1730,G0029718,2,1892.0,1250.0,40.0,14.0
1731,G0029719,2,1770.0,1330.0,130.0,12.0
1732,G0029719,2,1902.0,1256.0,50.0,14.0
1733,G0029721,1,1988.0,1376.0,130.0,46.0
1734,G0029722,2,2010.0,1494.0,192.0,86.0
1735,G0029722,2,1956.0,1308.0,110.0,14.0
1736,G0029723,1,1900.0,1406.0,140.0,16.0
1737,G0029724,1,1788.0,1502.0,220.0,44.0
1738,G0029757,2,2716.0,1608.0,64.0,10.0
1739,G0029757,2,2366.0,1558.0,42.0,12.0
1740,G0029757,2,2716.0,1608.0,64.0,10.0
1741,G0029757,2,2366.0,1558.0,42.0,12.0
1742,G0029785,1,1664.0,1634.0,330.0,92.0
1743,G0029785,1,1664.0,1634.0,330.0,92.0
1744,G0029867,1,2086.0,1342.0,82.0,20.0
1745,G0029929,1,1896.0,1392.0,108.0,22.0
1746,G0029946,3,1976.0,1540.0,62.0,16.0
1747,G0029946,3,2044.0,1518.0,40.0,16.0
1748,G0029946,3,1786.0,1520.0,76.0,20.0
1749,G0029946,3,1976.0,1540.0,62.0,16.0
1750,G0029946,3,2044.0,1518.0,40.0,16.0
1751,G0029946,3,1786.0,1520.0,76.0,20.0
1752,G0029947,3,2108.0,1652.0,102.0,26.0
1753,G0029947,3,2202.0,1596.0,62.0,20.0
1754,G0029947,3,1796.0,1578.0,116.0,34.0
1755,G0029947,3,2108.0,1652.0,102.0,26.0
1756,G0029947,3,2202.0,1596.0,62.0,20.0
1757,G0029947,3,1796.0,1578.0,116.0,34.0
1758,G0029948,2,1776.0,1782.0,232.0,78.0
1759,G0029948,2,2694.0,1880.0,198.0,60.0
1760,G0029948,2,1776.0,1782.0,232.0,78.0
1761,G0029948,2,2694.0,1880.0,198.0,60.0
1762,G0029965,3,1924.0,1360.0,68.0,18.0
1763,G0029965,3,1806.0,1352.0,82.0,18.0
1764,G0029965,3,1540.0,1346.0,38.0,14.0
1765,G0029966,3,1742.0,1466.0,136.0,34.0
1766,G0029966,3,1918.0,1488.0,120.0,32.0
1767,G0029966,3,1378.0,1440.0,54.0,14.0
1768,G0029967,2,1036.0,1548.0,98.0,48.0
1769,G0029967,2,1132.0,1484.0,46.0,24.0
1770,G0030003,2,2554.0,1562.0,124.0,68.0
1771,G0030003,2,2384.0,1388.0,126.0,30.0
1772,G0030004,2,2500.0,1424.0,156.0,36.0
1773,G0030004,2,2078.0,1640.0,140.0,46.0
1774,G0030136,1,2170.0,1322.0,70.0,16.0
1775,G0030137,1,2220.0,1382.0,86.0,26.0
1776,G0030138,1,2306.0,1466.0,128.0,42.0
1777,G0030141,2,2460.0,1484.0,126.0,46.0
1778,G0030141,2,2772.0,1490.0,172.0,40.0
1779,G0030161,1,2088.0,1772.0,98.0,32.0
1780,G0030161,1,2088.0,1772.0,98.0,32.0
1781,G0030187,1,2910.0,1562.0,134.0,44.0
1782,G0030193,2,1984.0,1604.0,166.0,80.0
1783,G0030193,2,1800.0,1374.0,100.0,28.0
1784,G0030194,1,1804.0,1472.0,148.0,56.0
1785,G0030220,4,2984.0,1624.0,298.0,82.0
1786,G0030220,4,2620.0,1376.0,162.0,34.0
1787,G0030220,4,1864.0,1406.0,90.0,28.0
1788,G0030220,4,1882.0,1372.0,94.0,22.0
1789,G0030222,3,1814.0,1560.0,244.0,74.0
1790,G0030222,3,3114.0,1530.0,290.0,90.0
1791,G0030222,3,3026.0,1378.0,96.0,28.0
1792,G0030285,4,82.0,1680.0,78.0,20.0
1793,G0030285,4,6.0,1700.0,82.0,22.0
1794,G0030285,4,3234.0,1490.0,58.0,18.0
1795,G0030285,4,3084.0,1492.0,56.0,8.0
1796,G0030285,4,82.0,1680.0,78.0,20.0
1797,G0030285,4,6.0,1700.0,82.0,22.0
1798,G0030285,4,3234.0,1490.0,58.0,18.0
1799,G0030285,4,3084.0,1492.0,56.0,8.0
1800,G0030286,2,3032.0,1510.0,64.0,18.0
1801,G0030286,2,2854.0,1506.0,50.0,14.0
1802,G0030286,2,3032.0,1510.0,64.0,18.0
1803,G0030286,2,2854.0,1506.0,50.0,14.0
1804,G0030289,2,2716.0,1636.0,136.0,46.0
1805,G0030289,2,2334.0,1650.0,122.0,20.0
1806,G0030289,2,2716.0,1636.0,136.0,46.0
